ESİNTİ,Nefha
REŞİT,Ergin
ŞİLEP,Yük gemisi
NEVRA," ... Serezli" (Aktris)
TARAMA,Gölgeleri yol yol ve çizgi çizgi olan (resim; harita)
MÜDDET,Süre
NAKKAŞ,Nakışçı
TAKSİ,Ticari plakalı otomobil
TAAM,Yemek; aş
BİNDALLI,Mor kadife üzerine sırma ile kabartma dal; yaprak ve çiçek işlenmiş giysi veya örtü
MELTEM,Yazın karadan denize doğru esen mevsim rüzgarı
DENK,Balya
ESKİL,Aksaray'ın bir ilçesi
ARAL,Asya'da bir göl
NEŞET,''... Ertaş" (Unutulmaz halk ozanı)
SURİNAM,Güney Amerika'da bir ülke
NADAS,Tarlayı sürerek dinlenmeye bırakma
EKİN,Kültür; hars
AVARE,İşsiz; aylak
BAŞAK," ... Köklükaya" ("Küçük Kıyamet" adlı filmde oynayan aktris)
SİNEMA,Beyazperde; yedinci sanat
UZAK,Yakın karşıtı
RADİKAL,Köktenci
İNANIR,"Kadir ... " ("Son Cellat" adlı filmde oynayan aktör)
NEVA,Klasik Türk müziğinde bir makam adı ve yegahtan bir oktav tiz olan 're' perdesi
MEŞİME,Plasenta; döleşi; etene
BULANIK,Muş'un ilçelerinden biri
BALOTAJ,Adaylardan hiçbirinin gerekli oyu alamamasından ötürü seçimin sonuçsuz kalması
İDARESİZ,Tutumsuz; savurgan
ENEME,Hayvanı iğdiş etme
OTURUM,Celse
TAHİNİ,Tahin rengi
BİBERON,Süt çocuklarına süt ve sulu yiyecekleri içirmekte kullanılan emzikli şişe
ORAMİRAL,Deniz ordusunda en yüksek rütbeli amiral
ERUH,Siirt'in bir ilçesi
JİLET,Tıraş bıçağı
MERZİFON,Amasya’nın bir ilçesi
MİDE,Bir iç organımız
REMMAL,Kum falı bakan kimse
İÇERİ,Dışarı karşıtı
SENA,Övme
KEÇE,Yapağı veya keçi kılının dokunmadan; yalnızca dövülmesiyle elde edilen kaba kumaş
MAKARA,Bir yükün yukarıya kaldırılmasını sağlayan araç
NEKES,Cimri; eli sıkı; varyemez
BİSİKLET,Çiftteker
ŞAKA,Latife
ATILMAK,Bir şeye doğru birden gitmek; birden bir davranışta bulunmak
TAUN,Veba hastalığı
ATEŞ,Vücut ısısı
BAŞAKÇIK,Çiçeklerde başağı oluşturan çiçek demeti veya topluluğu
SIKIT,Komprime
İMALAT,Yapım işleri
MURAT,İstek; dilek; arzu
KANAT,Balıklarda yüzgeç
NEŞE,Şetaret
SONUMUT,Russell Crowe’un bir filmi
ONURÜNLÜ,“Celal Tan ve Ailesinin Aşırı Acıklı Hikâyesi” adlı filmin yönetmeni
DATÇA,Muğla’nın bir ilçesi
TARTAR,Şarap tortusu
SONADA,Zülfü Livaneli’nin bir kitabı
NURETTİN,“... Rençber” (“Sessiz Nehir” adlı albümün sanatçısı)
UNUT,“Geçmişi ...” (Ashley Mach yapıtı)
ÜRPERTİ,Ürperme duygusu
ROKET,Bir füze türü
ALABORA,“Derya” adlı ünlü aktrisimizin soyadı
KİLE,Tahıl ölçmede kullanılan bir ölçek
UTAH,Amerika’nın bir eyaleti
ZİRA,Çünkü; şundan dolayı
TABA,Kuru tütün yaprağını andıran kızılımsı kahverengi; tütün rengi
VİZE,Kırklareli ilinin bir ilçesi
YABA,Harman savurmakta kullanılan; çatal biçiminde; tahtadan tarım aracı
BİNA,Yapı
İRAN,Komşu bir devlet
REVANİ,Yumurta ve irmikle yapılan; fırında kabarıp piştikten sonra şerbet dökülen bir tür tatlı
ALENİYET,Açıklık
KEDİ,Evcil bir hayvan
ALET,Bir el işini veya mekanik bir işi gerçekleştirmek için özel olarak yapılmış nesne
NACAK,Sapı kısa; küçük odun baltası
VEDA,Ayrılırken birbirine selâm ve esenlik dileme
İYİLİK,İyi olma durumu; salâh
OTİT,Kulak iltihabı
PEDİKÜR,Tırnakları kesip düzeltme; nasırları yumuşatma veya çıkarma gibi işlerle ilgili ayak bakımı
ALACAK,Matlup
KESİM,Bölüm; kısım; sektör
SERE,Açık duran başparmağın ucundan işaret parmağının ucuna kadar olan uzaklık
PELİKAN,Kaşıkçı kuşu
PAYANDA,Bir duvarı tutmak; yıkılmasını önlemek için yanlamasına dayatılan destek
DAMAT,Güveyi
KARESİ,Balıkesir’in eski adı
KESEK,Çimen yapmak için üzerindeki otuyla birlikte çıkarılmış çayır parçası
MENEMEN,Yumurta; soğan; yeşilbiber ve domatesle yapılan bir yemek
EYALET,Bağımsızlığı olan büyük vilayet
KÜRE,Yeryüzü; dünya
AVANAK,Kolaylıkla kandırılabilen veya aldatılabilen; aptal; bön
NEKTARİN,Bir meyve
TEDİRGİN,Unutulmaz müzik sanatçısı Ahmet Kaya’nın bir albümü
UYARI,İkaz; ihtar
HARAZA,Sığırın öd kesesinden çıkan taş
DAVET,Bir yere çağırma
FEKE,Adana’nın bir ilçesi
REVANİ,Bir tür tatlı
FESTİVAL,Bir bölgenin en ünlü ürünü için yapılan gösteri; şenlik
LİLA,Açık eflatun
KARAİN,Antalya’da turistik bir mağara
NALAN,İnleyen
ASYA,Bir kıta
FELEMENK,Bugünkü Hollanda; Belçika ve Kuzeydoğu Fransa’ya eskiden verilen ad
SALAK,“... ile Avanak” (Jim Carrey ile Jeff Daniels’in oynadığı komedi filmi)
VİTRAY,Birbirine bağlı kurşun bölmelere yerleştirilmiş renkli cam parçalarından oluşan; saydam pencere süslemesi veya resim
SİNARA,Büyük zoka
MUTA,Done; veri
ERİKA,Süpürge otu
İRADE,Bir şeyi yapıp yapmamaya karar verme gücü; istenç
İRİS,Yeşilırmak’ın antik çağlardaki adı
ABİS,Okyanusların güneş ışığının ulaşamadığı en derin yerleri
ANİLİN,Benzenden türeyen bir amin
SİNEMA,Yedinci sanat
RATE,Büyük fare
ROMAN,Bir yazın türü
YARASA,Uçan memeli hayvan
DERYA,“... Yılmaz” (“Sakalları Şiire Karışmış Adam” adlı kitabın yazarı; şair)
SEVTAP,“... Kaya Nurgönül” (“Mavi İstila” adlı kitabın şairi)
RUHİYAT,Psikoloji
RİYAKAR,İkiyüzlü; mürai
AKADEMİ,Yüksekokul
SEVİYE,“... Merih” (“Çakıltaşları” adlı kitabın yazarı)
KART,Gençliği ve körpeliği kalmamış
YALTA,Ukrayna’da bir liman kenti
SERAPA,Baştan başa
HALAVET,Sevimlilik; şirinlik; tatlılık
AMETAL,Metal olmayan elementler
OMEGA,“Alfa ve ...” (Fikret Demirağ’ın şiir kitabı)
İMARET,Yoksullara yiyecek dağıtmak üzere kurulmuş hayır evi
HARARET,Susama; susuzluk
ANATOMİK,Anatomi ile ilgili
GEMİ,Deniz taşıtı
KARATAŞ,Adana’nın ilçelerinden biri
GABON,Afrika’da bir ülke
DRAMATİK,Acıklı
GADDAR,Acıması olmayan; başkalarına haksızlık eden; merhametsiz; katı yürekli; insafsız davranan; kıyıcı
AKORT,Bir sazı doğru seslere ayarlama
BAĞA,Kaplumbağa kabuğu
AMORTİ,Piyangoda ödenen para kadar ödenen ikramiye
ASAKİR,Eski dilde askerler
SAVURGAN,Müsrif; tutumsuz
AARE,İsviçre’nin un uzun ırmağı
SATAŞMAK,Musallat olmak
ETENE,Plasenta; döleşi; meşime
SOSYETE,Bir topluluktaki gelir düzeyi yüksek ve kendilerine has yaşama biçimleri olan topluluk
BATI,Dört ana yönden biri
VOTKA,Alkollü bir içki
ALTAN,“Mehtap ...” (“İmgenâr Sokağı” adlı kitabın yazarı; şair)
RAŞE,Titreyiş; ürkme
ARABESK,Unutulmaz yönetmen Ertem Eğilmez’in son filmi
NEKES,Cimri; eli sıkı
HAVALE,Banka; postane vb. aracılığıyla gönderilen para
ZARAFET,Zariflik
VELİ,Ermiş; eren
ETENE,Meyve yaprağında yumurtacıkların bağlı olduğu bölüm
HANDE,“... Altayı” (“Delice” adlı romanın yazarı)
HAZİNE,Altın; gümüş; mücevher vb. değerli eşya yığını; büyük servet
VERASET,Mirasta hak sahibi olma
AKAR,Kiraya verilerek gelir getiren ev; dükkân; tarla; bağ vb. mülk
EGEMEN,Hükümran; hâkim
İTİLA,Eski dilde yücelme
ZİNDE,Dinç; canlı; diri; sağlam
NEYZEN,Ney üfleyen (kimse); nayi
RİYAL,Katar’ın para birimi
REYHAN,Fesleğen
NAİL,Erişmiş; başarmış; kazanmış
NEBAT,Bitki
ESİR,Tutsak
REHİN,İpotek; tutu
NİSYAN,Unutma
MEAL,Anlam; kavram; mefhum
LAHİT,Duvarları taş veya tuğladan; üstü taş bir kapakla örtülü mezar
DERYA,“... Yılmaz” (“Sakalları Şiire Karışmış Adam” adlı kitabın yazarı)
DİZİ,Bir oktavın içinde sıralanan sekiz sesin bütünü
NADİR,Seyrek; az bulunur
TEMRİN,Tekrarlatarak alıştırma
İKAMET,Bir yerde oturma
ŞEMA,Bir aletin; bir aracın veya bir biçimin ana çizgilerini gösteren çizim
REZERV,Saklanmış; biriktirilmiş şey
PİŞİRİK,Soğuktan korunmak için evlerin tavanına döşenen sulu çamur; bulgurlama
ZAAF,Dayanamama; düşkünlük
SAFSATA,Boş; temelsiz; asılsız söz
PAYTAK,Satrançta piyade taşı; piyon
TUBA,“... Büyüküstün” (Aktris)
ARASTA,Çarşılarda aynı işi yapan esnafın bir arada bulunduğu bölüm
OYNAK,Yerinde durmayan; hareketli
KADİR,“... Doğulu” (Aktör)
İHALE,Bir işi birçok istekli arasından en uygun şartlarla kabul edene verme
AMİK,Hatay’da bir ova
PATRON,İşveren
YEİS,Umutsuzluktan doğan karamsarlık
KARS,Bir ilimiz
BİTKİ,Nebat
SEMAVER,Çay demlemekte kullanılan; içinde kömür yakacak ocağı bulunan; bakır; pirinç vb.den yapılmış musluklu kap
LİSELİ,Lise öğrencisi
AMİLAZ,Nişastayı parçalayarak şekere çeviren bir enzim
İKEBANA,Belli kurallara göre yapılan çiçek düzenlemesi
SİYATİK,Kalça sinirlerinde oluşan ağrılı hastalık
MAKAS,Kağıt; kumaş vb.ni kesmeye yarayan bir araç
MALİYE,Devlet gelir ve giderlerini yöneten kuruluş
SAVAŞ,Harp
ENEZ,Edirne’nin bir ilçesi
SÖKE,Aydın’a bağlı bir ilçe
ÖDENEK,Tahsisat
BELEMİR,Mavi kantaron
META,Ticaret malı
REVANİ,Yumurta ve irmikle yapılan şerbetli bir tür tatlı
SÖBE,Biçimi yumurta gibi olan; beyzi; oval
ÖDEMİŞ,İzmir’e bağlı bir ilçe
KELEPİR,Değerinden çok aşağı bir fiyatla alınan veya alınabilecek olan şey
ENEK,Enenmiş; burulmuş; erkekliği giderilmiş
MAVİ,Bir renk
AKİDE,Ağızda güç eriyen bir tür şeker
VARİS,Toplardamar genişlemesi
KELEBEK,Vida; somun vb.de kolayca çevrilmeye yarayan bölüm
KEMER,Antalya ilçesi
ESNA,Bir işin yapıldığı an; sıra
İNSAN,En gelişmiş canl
OMUZLUK,Apolet
KİKİRİK,Zayıf; ince; uzun boylu kimse
LEMANSAM,Ünlü bir kadın şarkıcımız
ENEZ,Edirne ilçesi
MEKANİK,Kuvvetlerin maddeler ve hareketler üzerine etkisini inceleyen fizik dalı
BELLEK,Yaşananları; öğrenilen konuları; bunların geçmişle ilişkisini bilinçli olarak zihinde saklama gücü; hafıza; dağarcık
MAİLE,Aklan
ŞAİR,Ozan
BENCİL,Yalnız kendini düşünen; kendi çıkarlarını herkesinkinden üstün tutan; hodbin; egoist
KAŞE,Mühür; damga
LEMAN,“... Sam” (Şarkıcı)
RAMİ,Atan; atıcı
TADİLAT,Değişiklikler
PALAMAR,Gemileri iskele; rıhtım veya şamandıraya bağlamaya yarayan kalın halat
AMİR,Bir işte emir verme yetkisi bulunan kimse
YASAMA,Yasa koyma; teşri
YETKİN,“Dikinciler” soyadlı ünlü aktörümüzün adı
ERKE,Enerj
PADALYA,Öldürüldükten sonra süs amacıyla içi doldurulmuş hayvan
LAKAYT,Umursamaz; aldırmaz; kayıtsız; ilgisiz
KASİDE,Divan edebiyatında; on beş beyitten az olmayan; büyükleri övmek için yazılan şiir türü
ESİN,Sabah yeli
MAMA,Bebek için hazırlanan yiyeceklerin genel adı
MİNİMİNİ,Küçücük
ADALET,Hak ve hukuka uygunluk
TALASEMİ,Akdeniz anemisi
RAKUN,Kuzey Amerika’ya özgü bir hayvan
ÜRÜN,Mahsul
ARIŞ,Kolun dirsekten parmaklara kadar olan bölümü
ADİPOSİR,Mezar mumu
KOVA,Bir burç
ALİNAZİK,Közlenmiş patlıcan; sarımsaklı yoğurt ve kıyma ile yapılan bir yemek
DİNAR,Afyonkarahisar’ın bir ilçesi
İMALAT,Ham madde işlenerek yapılan her türlü mal
SALAMURA,Peynir; et; balık; turşu; asma yaprağı vb. yiyeceklerin; bozulmaması için içinde tutuldukları tuzlu su
BEKAR,Evlenmemiş olan (kimse)
EROL,“Evgin” soyadlı müzik sanatçısının adı
OBERON,Ortaçağ destanlarında Cüceler Kralı
BALAR,Pedavra
ERİME,Bir katı cismin; katı evresinden ısı ve basınç etkisiyle sıvıya dönüşümü
BADE,“... İşçil” (Aktris)
ARİYET,Ödünçleme
ALİZE,Tropikal bölgelerdeki denizlerde bütün yıl süresince düzenli esen rüzgâr
RİZE,Bir ilimiz
ANAYASA,Bir devletin yönetim biçimini belirten; yasama; yürütme; yargılama güçlerinin nasıl kullanılacağını gösteren; yurttaşların kamu haklarını bildiren temel yasa
HEKİM,Doktor
DOKTOR,Tabip; hekim
ÜMÜK,Boğaz; gırtlak; imik
İKAZ,Uyarı; ihtar
ABAT,Bayındır
BEYANAT,Demeç; bildiri
DÜRBÜN,Uzaktaki cisimlerin görüntülerini büyütmeye veya yaklaştırmaya yarayan; objektif ve oküler adlı iki mercekten oluşan optik alet
OMUR,Omurgayı oluşturan kemiklerden her biri
ROKET,Bir çeşit füze
YAZANAK,Rapor
UZAMAK,Boy bakımından büyümek
HANEDAN,Hükümdar veya devlet büyüğü gibi bir kişiye dayanan soy; büyük aile
ÇOCUK,Küçük yaştaki oğlan veya kız
NUMARACI,Davranışları yapmacıklı olan kimse
LEMAN,İsviçre ile Fransa arasında yer alan Cenevre Gölü’nün diğer adı
KAFES,Vahşî hayvanlar için demir çubuklarla yapılmış taşınabilir bölme
KONAK,Büyük ve gösterişli ev
AMAZON,Güney Amerika’da bir nehir
RAKİT,Durgun (su)
ANAARI,Arıbeyi
AGARAGAR,Deniz yosunlarından çıkarılan; beslenme endüstrisinde; hekimlikte ve bakteriyolojide kullanılan bir tür jelatin; jeloz
ZİRAAT,Tarım
NEKTARİN,Tüysüz şeftali
REST,“... çekmek” (Herhangi bir konuda sert ve kesin olarak son sözü söylemek)
ŞABAN,Üç ayların ikincisi
SALAŞ,Tahtadan yapılmış (baraka)
BORA,Genellikle arkasından yağmur getiren sert ve geçici yel
VATAN,Yurt
ŞİRAN,Gümüşhane ilinin bir ilçesi
SAMİMİ,Candan; açık yüreklikle davranan
PATRON,Bir ticaret veya sanayi kurumunun sahibi; başı; işvereni
SELANİK,Yunanistan’da bir şehir
LADES,Kuşlarda göğüs kemiğinin üstünde iki kanat arasında bulunan V biçimindeki ince kemik
MAKAM,Klasik Türk müziğinde bir dizinin işleniş biçimine verilen ad
RAMAYANA,Kutsal Hint destanı
İMAL,Yapım
SANAYİ,Endüstri
KARAVANA,Askeriyede erlerin yemeğini dağıtmada kullanılan; çok miktarda yiyecek alan; kenarları dik; derince metal kap
DALAMAN,Muğla’nın ilçelerinden biri
PROFESÖR,Yükseköğretim kuruluşlarında en üst aşamada olan öğretim üyesi
KANKA,Kardeş kadar yakın olan kimse
LAKLAKA,Gereksiz; anlamsız; boş söz
PSİKOLOG,Ruh bilimci
FARK,Benzer şeyleri birbirinden ayıran özellik; başkalık
ÖREN,Eski çağlardan kalmış şehir veya yapı; kalıntı; harabe
RAYİÇ,Bir malın satış ve sürüm değeri
ÜÇMAYMUN,Nuri Bilge Ceylan’ın ödüllü bir filmi
EVRAK,Resmi kurumlarda işlem gören belgeler
NAKİT,Peşin para
LİBYA,Afrika’da bir ülke
ÜSTÜVANE,Silindir
ERAZİL,Reziller (Eski dil)
YAVER,Emir subayı
REKLAM,Bir şeyi halka tanıtmak; beğendirmek ve böylelikle sürümünü sağlamak için denenen her türlü yol
RAVZA,Ağacı; çimeni bol olan yer; bahçe
EŞHAS,Şahıslar; kişiler
RAKKASE,Raks eden kadın
KİLER,Ambar
MANAS,Kırgızların milli destanı
KAVAS,Elçilik ve konsolosluklarda koruma görevlisi
KAİDE,Kural
CANİ,Cana kıyan; katil
ANONİM,Yazarı belli olmayan; bilinmeyen (eser)
TUTAR,Para miktarı; meblağ
İLMEK,Çözülmesi kolay düğüm; eğreti düğüm; ilmik
ARTI,Eksi karşıtı
ÖNERME,Kaziye
NURETTİN,“... Rençber” (Müzik sanatçısı)
NAZARİ,Kuramsal; teorik
İRAN,Ortadoğu’da bir ülke
EMRE,“... Kınay” (Aktör)
NEDRET,“... Güvenç” (Tiyatro ve sinema sanatçısı; yazar)
AZRAAKIN,“Çilek” adlı filmin ünlü aktrisi
KAHRAMAN,Roman; hikâye; tiyatro vb. edebiyat türlerinde en önemli kişi
BLOK,Birbirine bitişik büyük yapılar
HAMAL,Ücretle yük taşıyarak geçinen kimse; taşıyıcı; yükçü
ALAMET,Büyüklük; irilik bakımından şaşılacak durumda olan şey
AYBEAY,Aydan aya; ay ay olarak
ONARIM,Tamir; tamirat
NAKİL,Taşıma
MODELİST,Modacının tasarım gücünü kalıplayan teknisyen
TAKİBAT,Kovuşturma
KARİN,(Eski dilde) Hısım; komşu gibi yakınlardan her biri
NISIF,(Eski dilde) Yarı
MİTOMANİ,Yalan söyleme hastalığı
OLASILIK,Bir şeyin olabilmesi durumu; olabilirlik; ihtimal
ETİK,Ahlakİ
LİBAS,(Eski dilde) Giysi
İŞARET,Belirti; gösterge; alamet
SİTİL,Büyük bakraç; su kovası
FLAMENKO,Endülüs halk müziği
İZAH,Açıklama
TURAÇ,Sülüngillerden; uzunluğu 34 santimetre olan; soyu azalmış bir kuş türü
ÖTELEMEK,Belli olmayan bir süre ertelemek
MERA,Hayvan otlatılan yer; otlak
METİS,Kırma; melez
RETİNA,(Gözdeki) Ağ tabaka
FRİTÖZ,Yiyecekleri özellikle patatesi kızartmaya yarayan özel kap
LAZUT,Halk dilinde mısır
MAHAL,Havali; yöre; civar
ÇEMEN,Pastırma üzerine sürülen macun
BERLİN,Almanya’nın başkenti
KİEV,Ukrayna’nın başkenti
TREN,Şimendifer
TİFO,Kara humma
KONYA,Bir ilimiz
BAYTAR,Hayvan hastalıkları doktoru; veteriner
EYER,Atın sırtına konulan; oturmaya yarayan nesne
FİFA,Uluslararası Futbol Federasyonu (Kısaca)
NAİROBİ,Kenya’nın başkenti
FERİBOT,Araba vapuru
ESARET,Esirlik; tutsaklık
NARİN,İnce yapılı; yepelek
SİNAMEKİ,Mızmız; sevimsiz; başkalarıyla ilişki kurmayan kimse
BLOK,Kocaman ve ağır kitle
FENER,Gemilere yol gösteren ışık kulesi
GENETİK,Kalıtım bilimi
TELAŞ,Kaygı; tasa; sıkıntı; endişe
İDİL,Kır hayatı içinde aşk konusunu işleyen kısa şiir
ATAMAN,Kazaklarda başkan
TUTAR,Meblağ
TERAZİ,Bir burç
PEDAL,Ayaklık
ALATEN,Cüzamlı; abraş
MURAT,İstek; dilek
MATARA,Boyna veya bele asılı olarak taşınan su kabı
KIRKAĞAÇ,Manisa’nın bir ilçesi
RIHTIM,Bir akarsu veya deniz kıyısında doldurularak yapılmış; gemilerin indirme bindirme veya yükleme boşaltma yapabileceği yer
APATİ,Duyarsızlık
CAMIZ,Manda; su sığırı; kömüş
KİRMASTİ,Bursa’nın Mustafakemalpaşa ilçesinin eski adı
IŞIN,Şua
KATAR,Taşıt dizisi
ACIPAYAM,Denizli’nin bir ilçesi
MALAMA,Samanla karışık tahıl
ÇEVİK,Kolaylık ve çabuklukla davranan; tetik
BÖLÜM,Bir bütünü oluşturan parçaların her biri; kısım
İZİN,Müsaade
ÇERİBAŞI,Alay beyi
TATAR,Posta sürücüsü
SERAK,Dik yerlerden inen buzullarda; derin yarılmalar sebebiyle buz parçalarının koparak aşağıya düşmesi
EKOSE,Çeşitli renklerde kareli kumaş
ARİF,Çok anlayışlı ve sezgili kimse
BİÇİM,Şekil
ÖZEL,Hususi
MATADOR,Boğa güreşçisi
ASIR,Yüzyıl
ARUSEK,Bezekçilikte kullanılan; çok parlak; yeşil ve pembe menevişli bir tür sedef
MAKİ,Akdeniz bitki örtüsü
ŞİRİN,Sevimli; cana yakın; tatlı; hoş
HAKİMANE,Buyururcasına; hükmedercesine
ANABAS,Sığ sulardaki çalılıkların dibinde yaşayan tırmanıcı küçük balık
RESİM,Güzel sanatların bir dalı
UFARAK,Biraz ufak
DİŞİ,Yumurta oluşturan veya yavru doğuran (birey)
KESİN,Kati
MALİKANE,Büyük ve gösterişli köşk
CANBERRA,Avustralya’nın başkenti
AKBABA,Leşle beslenen bir kuş
ZAAF,Dayanamama; düşkünlük
ASTAR,Giyecek; perde; çanta; ayakkabı vb. şeylerde; kumaşın veya derinin iç tarafına geçirilen ince kat
ETKİN,Faal; aktif; dinamik
ANLAMAK,Bir şeyin ne demek olduğunu; neye işaret ettiğini kavramak
CAZBANT,Caz müziği çalan orkestra
AKARSU,Tek sıra elmastan gerdanlık
BAFRA,Samsun’a bağlı bir ilçe
LAPİNA,Kayalık kıyılarda; sığ sularda yaşayan kırmızı benekli; mavi veya yeşil balık
AĞIR,Hafif karşıtı
FREN,Bir taşıtta hız kesmeye veya onu durdurmaya yarayan mekanizma
TINI,Çeşitli müzik aletlerinin verdiği sesleri birbirinden ayırt etmeyi sağlayan ses özelliği
BİÇARE,Çaresiz
SİTİL,Büyük bakraç; su kovası
EKİP,Takım
BERE,Yuvarlak; yassı ve sipersiz başlık
EĞİTİM,Terbiye
KILIÇ,“At binenin; ... kuşananın” (Atasözü)
NASİP,Kısmet; talih; baht
FIRAT,Yurdumuzda bir nehir
EVİN,Buğday tanesinin olgunlaşmış içi; özü; habbe
ÖZEN,İtina
YANLIŞ,Yanılgı; hata
ARŞİPEL,Ege Denizi’nin ilk çağlarda “eski deniz” anlamındaki adı
TİREBOLU,Giresun’un bir ilçesi
KİTO,Rize’nin Çamlıhemşin ilçesinde bir yayla
LOTİ,Lesotho’nun para birimi
ARTABEL,Gümüşhane’nin Torul ilçesinde; tabiatı koruma parkı kapsamına alınan 18 krater gölünün ortak adı
REİS,Küçük tekne kaptanı
ŞERİK,Ortak; hissedar
İLETİŞİM,Haberleşme; komünikasyon
BATİ,Yavaş; ağır
LALE,Ağır hapis mahkûmlarının boynuna geçirilen demir halka
ZEBERCET,Krizolit
KALE,Satrançta bir taş
KİMİ,Birtakım; bazı
TRANSFER,Bir takıma bağlı bir oyuncunun; belirli kurallara uygun olarak bir başka takıma geçmesi; takım değiştirme
ZERAVENT,Karaasma; kurtluca
BİZAR,Bezmiş; usanmış
ENEMEK,Hayvanı iğdiş etmek
ELİF,Arap alfabesinin ilk harfinin adı
ELEME,Çeyrek sona katılacak sporcu ve takımları ayırmak için düzenlenen seçme yarışı
TURTA,Üzeri yufka kaplı; meyveli veya kakaolu pasta
AKADEMİ,Yüksekokul
MAPA,Ucu halkalı cıvata
GLASE,Yumuşak deri
MELİKE,“... Melis” (“Tanrı’nın Islak Kadınları” adlı romanın ünlü yazarı)
TERCAN,Erzincan’ın bir ilçesi
ALAİN,“... Delon” (Aktör)
NİNNİ,Bebeklerin uyumasına yardımcı olmak için söylenen türkü
ARGO,“Operasyon: ...” (Ben Affleck’in ödüllü filmi)
SEVİ,“Merve ...” (Aktris)
ANAMUR,Mersin’in bir ilçesi
SERCAN,“... Gördüm” (“Aşk-ı Hayal” adlı romanın ünlü yazarı)
İPEKA,Altınkökü
ATERİNA,Gümüşbalığı
LİPOGRAM,Abecenin bir veya birçok harfini kullanmamaya özen gösterilerek yazılan yazı
ILIK,Sıcakla soğuk arası
ENİR,Bir tür yabanmersini
KITAAT,Eski dilde kıtalar
LIKLIKI,Tek ya da iki kulplu toprak testi
ŞIRA,Bazı meyve ve sebzelerin özü
PITPIT,Mayalı hamurdan yapılıp sacda pişirilen bir tür ekmek
İNARİ,Japon pirinç tanrısı
ATMA,Dokumacılıkta; halıcılıkta çözgüler arasına gelen ip
ASİST,Futbolda gol pası
HAŞİMOTO,Tiroit bezinin enfeksiyon dışında bir nedenle iltihaplanması hastalığı
ÇENESİZ,Yerinde ve düzgün konuşmasını bilmeyen
PALU,Elâzığ’ın bir ilçesi
İKİCİLİK,Düalizm
HİÇİRİKİ,Japon müziğine özgü kısa ve çift kamışlı nefesli çalgı
MİSİL,Kat; defa; kez
OŞİK,Küçük köpek
DORUK,Zirve; şahika
DENEME,Herhangi bir konuda yeni ve kişisel görüşlerle bezenmiş bir anlatım içinde sunulan düzyazı türü
EREM,Bir işe gönlü olma; isteme; rıza
İRİS,Gözün renkli bölümü
AKADEMİ,Bilginler; yazarlar; sanatçılar kurulu
KADER,Alınyazısı; yazgı
NEFES,(Mecazen) Canlı varlık
DENEME,Sınama; tecrübe
EREM,Kadınların giydikleri çarşaf
FENER,Tepesinden kulplu kahveci tepsisi
ASİL,Yüksek duyguyla yapılan
ZELOFOBİ,Kıskançlık korkusu
AMELİYAT,Cerrahi müdahale; operasyon
TAVUK,“Bayan ...” (Oya Tatlıbal’ın çocuk kitabı)
RENCİDE,İncinmiş; kalbi kırılmış
TOYAKA,Bükerek germek için iki kat edilmiş bir ipin ucuna geçirilen tahta parçası
DEMET,Bağlanarak oluşturulmuş deste
ZATÜRRE,Tehlikeli bir akciğer hastalığı
EMAYE,Üzeri emayla kaplanmış olan
CODA,Bir bestenin sonuna konan bitiş bölümü
FİKRİYE,“Çankaya’nın Duvaksız Gelini ...” (Halil İbrahim Özcan’ın ünlü kitabı)
ADAMA,Nezretme
EKER,Mibzer
POLİPATİ,Birçok hastalığın aynı anda oluşu
DİDE,Eski dilde göz
KAPALI,Açık karşıtı
KEŞAP,Giresun ilimizin bir ilçesi
PAMUKAKİ,Beyaz iş işlemekte kullanılan bir tür parlak pamuk ipliği
LALAPAŞA,Edirne ilimizin bir ilçesi
LATA,Osmanlılarda ilmiyenin giydiği bir üstlük
PEDAL,Bir makinede; bir araçta ayak yardımıyla dönmeyi veya hareketi sağlayan düzen; ayaklık
İLETİŞİM,Haberleşme; bildirişim; komünikasyon
ADAÇAYI,Ballıbabagillerden; yurdumuzda çok yetişen tüylü ve beyazımtırak yaprakları olan ıtırlı bir bitki
NARA,Sarhoş ya da külhanbeyi bağırması
ANAFOR,Girdap; burgaç
KAYIN,Bir orman ağacı
ARSLAN,“Necdet ...” (“Bir Gün Ansızın” adlı kitabın şairi
KARAYAKA,Doğu Karadeniz kıyı bölgesinde yetişen; uzun kuyruklu; beyaz renkli koyun türü
ANONS,Sesle yapılan duyuru
DENEMEK,Sınamak; tecrübe etmek
ERAT,Rütbesiz askerlerin tümü
TEMAŞA,Oyun; temsil; piyes
UYUZ,Kaşındırıcı; bulaşıcı bir deri hastalığı
DÜRÜST,Sözünde ve davranışlarında doğruluktan ayrılmayan; doğru; onurlu
ENİR,Bir çeşit yabanmersini
NİMET,İyi yaşamak için gerekli her şey
İRAS,Eski dilde ‘gerekme’
YATALAK,İnme veya sakatlık gibi bir sebeple yataktan kalkamayan (kimse)
HEDİYE,Armağan
İKEBANA,Japon çiçek düzenleme sanatı
ANİRA,Japon folklorunda saatleri düzenleyen on iki cinden biri
ANAR,Sosyolojide bir kabilenin bölündüğü iki veya daha çok parçadan her biri
ANEMİK,(Tıpta) Kansız
HİMAYE,Koruma; gözetme; esirgeme
İBARE,Bir düşünce anlatan bir veya birkaç cümlelik söz
ENAM,Yaratılmış bütün canlılar
İÇERİK,Muhteva
